estimated_stock_pct,quantity,temperature,category,unit_price,month,day_of_month,day_of_week,hour
0.74,0.0,-0.028849840255591022,12,16.19,3,1,1,9
0.22,0.0,-0.028849840255591022,19,1.99,3,1,1,9
0.77,0.0,-0.028849840255591022,6,17.19,3,1,1,9
0.88,0.0,-0.028849840255591022,7,5.19,3,1,1,9
0.5,2.0,-0.028849840255591022,17,6.19,3,1,1,9
0.45,0.0,-0.028849840255591022,6,8.99,3,1,1,9
0.635,4.0,-0.028849840255591022,1,7.49,3,1,1,9
0.63,1.0,-0.028849840255591022,11,15.49,3,1,1,9
0.335,0.0,-0.028849840255591022,2,3.99,3,1,1,9
1.0,6.0,-0.028849840255591022,12,11.99,3,1,1,9
0.09,3.0,-0.028849840255591022,17,6.49,3,1,1,9
0.64,3.0,-0.028849840255591022,15,3.49,3,1,1,9
0.24,0.0,-0.028849840255591022,14,7.19,3,1,1,9
0.73,0.0,-0.028849840255591022,19,3.99,3,1,1,9
0.47,0.0,-0.028849840255591022,9,5.49,3,1,1,9
0.195,0.0,-0.028849840255591022,1,8.49,3,1,1,9
0.8,0.0,-0.028849840255591022,1,6.49,3,1,1,9
0.38,0.0,-0.028849840255591022,8,9.49,3,1,1,9
0.12,0.0,-0.028849840255591022,5,11.19,3,1,1,9
0.83,0.0,-0.028849840255591022,17,10.99,3,1,1,9
0.42,0.0,-0.028849840255591022,3,10.49,3,1,1,9
0.71,0.0,-0.028849840255591022,15,9.99,3,1,1,9
0.1,0.0,-0.028849840255591022,1,4.19,3,1,1,9
0.17,0.0,-0.028849840255591022,15,8.49,3,1,1,9
0.45,0.0,-0.028849840255591022,1,10.19,3,1,1,9
0.04,1.0,-0.028849840255591022,17,8.99,3,1,1,9
0.5366666666666667,0.0,-0.028849840255591022,20,3.99,3,1,1,9
0.5,0.0,-0.028849840255591022,2,6.99,3,1,1,9
0.19,3.0,-0.028849840255591022,17,8.19,3,1,1,9
0.23,3.0,-0.028849840255591022,21,0.49,3,1,1,9
0.17,0.0,-0.028849840255591022,9,7.49,3,1,1,9
0.54,0.0,-0.028849840255591022,9,7.19,3,1,1,9
0.5800000000000001,2.0,-0.028849840255591022,3,16.19,3,1,1,9
0.44,0.0,-0.028849840255591022,9,9.49,3,1,1,9
0.5499999999999999,2.0,-0.028849840255591022,0,12.49,3,1,1,9
0.48000000000000004,4.0,-0.028849840255591022,8,7.19,3,1,1,9
0.97,0.0,-0.028849840255591022,1,4.99,3,1,1,9
0.5675,4.0,-0.028849840255591022,16,14.19,3,1,1,9
0.05,0.0,-0.028849840255591022,20,5.49,3,1,1,9
0.66,0.0,-0.028849840255591022,15,6.99,3,1,1,9
0.595,0.0,-0.028849840255591022,5,4.99,3,1,1,9
0.86,0.0,-0.028849840255591022,19,1.19,3,1,1,9
0.6066666666666667,2.0,-0.028849840255591022,0,7.19,3,1,1,9
0.62,6.0,-0.028849840255591022,10,0.19,3,1,1,9
0.76,0.0,-0.028849840255591022,17,7.19,3,1,1,9
0.47,0.0,-0.028849840255591022,12,11.49,3,1,1,9
0.605,1.0,-0.028849840255591022,10,4.49,3,1,1,9
0.3233333333333333,0.0,-0.028849840255591022,17,5.99,3,1,1,9
0.51,0.0,-0.028849840255591022,7,4.49,3,1,1,9
0.43,0.0,-0.028849840255591022,20,0.19,3,1,1,9
0.42,0.0,-0.028849840255591022,13,12.99,3,1,1,9
0.37,0.0,-0.028849840255591022,20,2.49,3,1,1,9
0.78,2.0,-0.028849840255591022,7,8.19,3,1,1,9
0.37666666666666665,0.0,-0.028849840255591022,15,14.49,3,1,1,9
0.22,0.0,-0.028849840255591022,13,10.19,3,1,1,9
0.75,0.0,-0.028849840255591022,20,2.19,3,1,1,9
0.19,0.0,-0.028849840255591022,0,12.99,3,1,1,9
0.92,0.0,-0.028849840255591022,15,4.49,3,1,1,9
0.15,0.0,-0.028849840255591022,11,10.19,3,1,1,9
0.41,0.0,-0.028849840255591022,3,15.19,3,1,1,9
0.52,0.0,-0.028849840255591022,8,6.49,3,1,1,9
0.47,0.0,-0.028849840255591022,3,19.99,3,1,1,9
0.99,4.0,-0.028849840255591022,21,1.49,3,1,1,9
0.86,0.0,-0.028849840255591022,5,5.49,3,1,1,9
0.56,0.0,-0.028849840255591022,14,8.49,3,1,1,9
0.52,0.0,-0.028849840255591022,5,13.99,3,1,1,9
0.36,3.0,-0.028849840255591022,2,2.19,3,1,1,9
0.7849999999999999,0.0,-0.028849840255591022,17,8.19,3,1,1,9
0.33,0.0,-0.028849840255591022,13,22.19,3,1,1,9
0.81,0.0,-0.028849840255591022,13,23.99,3,1,1,9
0.8,3.0,-0.028849840255591022,9,11.99,3,1,1,9
0.54,0.0,-0.028849840255591022,5,9.99,3,1,1,9
0.65,0.0,-0.028849840255591022,0,9.99,3,1,1,9
0.68,2.0,-0.028849840255591022,3,13.19,3,1,1,9
0.5,0.0,-0.028849840255591022,8,7.19,3,1,1,9
0.85,0.0,-0.028849840255591022,1,9.99,3,1,1,9
0.345,0.0,-0.028849840255591022,19,2.99,3,1,1,9
0.05,0.0,-0.028849840255591022,6,14.19,3,1,1,9
0.175,0.0,-0.028849840255591022,14,3.49,3,1,1,9
0.12,3.0,-0.028849840255591022,21,4.99,3,1,1,9
0.74,0.0,-0.028849840255591022,15,7.49,3,1,1,9
0.01,4.0,-0.028849840255591022,10,3.99,3,1,1,9
0.63,3.0,-0.028849840255591022,5,6.49,3,1,1,9
0.11,6.0,-0.028849840255591022,4,7.49,3,1,1,9
0.32,0.0,-0.028849840255591022,4,8.99,3,1,1,9
0.41500000000000004,1.0,-0.028849840255591022,4,8.19,3,1,1,9
0.69,4.0,-0.028849840255591022,17,8.99,3,1,1,9
0.59,0.0,-0.028849840255591022,16,8.99,3,1,1,9
0.28500000000000003,0.0,-0.028849840255591022,20,0.49,3,1,1,9
0.18,2.0,-0.028849840255591022,0,15.99,3,1,1,9
0.32,10.0,-0.028849840255591022,21,1.99,3,1,1,9
0.91,4.0,-0.028849840255591022,8,8.19,3,1,1,9
0.95,0.0,-0.028849840255591022,4,2.49,3,1,1,9
0.33,0.0,-0.028849840255591022,19,1.19,3,1,1,9
0.3866666666666667,0.0,-0.028849840255591022,14,5.49,3,1,1,9
0.125,0.0,-0.028849840255591022,16,11.99,3,1,1,9
0.27,0.0,-0.028849840255591022,12,12.19,3,1,1,9
0.54,0.0,-0.028849840255591022,21,1.19,3,1,1,9
0.385,0.0,-0.028849840255591022,13,21.99,3,1,1,9
0.64,0.0,-0.028849840255591022,19,0.19,3,1,1,9
0.43,0.0,-0.028849840255591022,20,5.19,3,1,1,9
0.01,1.0,-0.028849840255591022,18,10.19,3,1,1,9
0.34,6.0,-0.028849840255591022,17,6.99,3,1,1,9
0.26,5.0,-0.028849840255591022,21,4.19,3,1,1,9
0.555,2.0,-0.028849840255591022,4,2.99,3,1,1,9
0.76,3.0,-0.028849840255591022,5,5.99,3,1,1,9
0.38,3.0,-0.028849840255591022,1,7.99,3,1,1,9
0.65,0.0,-0.028849840255591022,14,2.19,3,1,1,9
0.62,0.0,-0.028849840255591022,19,0.49,3,1,1,9
0.35000000000000003,1.0,-0.028849840255591022,17,3.19,3,1,1,9
0.47000000000000003,8.0,-0.028849840255591022,14,2.99,3,1,1,9
0.5625,4.0,-0.028849840255591022,10,4.99,3,1,1,9
0.8,1.0,-0.028849840255591022,12,19.99,3,1,1,9
0.11,1.0,-0.028849840255591022,14,6.99,3,1,1,9
0.12,0.0,-0.028849840255591022,3,5.19,3,1,1,9
0.53,0.0,-0.028849840255591022,4,8.99,3,1,1,9
0.97,0.0,-0.028849840255591022,7,8.49,3,1,1,9
0.645,6.0,-0.028849840255591022,13,15.49,3,1,1,9
0.62,0.0,-0.028849840255591022,20,0.19,3,1,1,9
0.38,0.0,1.2843137254901962,7,7.99,3,1,1,10
0.34,0.0,1.2843137254901962,3,20.19,3,1,1,10
0.28500000000000003,0.0,1.2843137254901962,16,8.19,3,1,1,10
0.595,0.0,1.2843137254901962,12,12.49,3,1,1,10
0.62,0.0,1.2843137254901962,18,12.49,3,1,1,10
0.65,0.0,1.2843137254901962,17,10.99,3,1,1,10
0.655,0.0,1.2843137254901962,19,1.99,3,1,1,10
0.49666666666666665,0.0,1.2843137254901962,9,13.49,3,1,1,10
0.355,0.0,1.2843137254901962,16,11.19,3,1,1,10
0.495,4.0,1.2843137254901962,10,3.99,3,1,1,10
0.71,0.0,1.2843137254901962,6,16.99,3,1,1,10
0.49,0.0,1.2843137254901962,2,2.99,3,1,1,10
0.71,0.0,1.2843137254901962,13,19.99,3,1,1,10
0.27,0.0,1.2843137254901962,13,20.49,3,1,1,10
0.17,2.0,1.2843137254901962,2,8.19,3,1,1,10
0.4,3.0,1.2843137254901962,10,1.49,3,1,1,10
0.22,0.0,1.2843137254901962,15,16.99,3,1,1,10
0.49,0.0,1.2843137254901962,17,4.49,3,1,1,10
0.47,0.0,1.2843137254901962,9,12.49,3,1,1,10
0.94,0.0,1.2843137254901962,0,10.19,3,1,1,10
0.78,0.0,1.2843137254901962,6,16.49,3,1,1,10
0.61,0.0,1.2843137254901962,19,0.49,3,1,1,10
0.855,0.0,1.2843137254901962,8,8.19,3,1,1,10
0.64,0.0,1.2843137254901962,6,13.49,3,1,1,10
0.71,0.0,1.2843137254901962,20,3.49,3,1,1,10
0.04,0.0,1.2843137254901962,2,8.19,3,1,1,10
0.1,0.0,1.2843137254901962,5,9.99,3,1,1,10
0.845,0.0,1.2843137254901962,11,10.49,3,1,1,10
0.18,0.0,1.2843137254901962,11,19.19,3,1,1,10
0.48,0.0,1.2843137254901962,1,4.99,3,1,1,10
0.515,0.0,1.2843137254901962,6,10.99,3,1,1,10
0.85,0.0,1.2843137254901962,17,3.49,3,1,1,10
0.735,0.0,1.2843137254901962,14,6.19,3,1,1,10
0.92,2.0,1.2843137254901962,17,5.99,3,1,1,10
0.99,0.0,1.2843137254901962,6,7.49,3,1,1,10
0.3,4.0,1.2843137254901962,3,16.49,3,1,1,10
0.92,2.0,1.2843137254901962,1,5.49,3,1,1,10
0.29,3.0,1.2843137254901962,15,5.49,3,1,1,10
0.8,0.0,1.2843137254901962,6,9.49,3,1,1,10
0.55,0.0,1.2843137254901962,12,16.19,3,1,1,10
0.46499999999999997,0.0,1.2843137254901962,3,5.19,3,1,1,10
0.53,0.0,1.2843137254901962,18,18.49,3,1,1,10
0.02,0.0,1.2843137254901962,4,7.19,3,1,1,10
0.01,2.0,1.2843137254901962,19,3.19,3,1,1,10
0.51,0.0,1.2843137254901962,18,19.19,3,1,1,10
0.23,0.0,1.2843137254901962,11,15.49,3,1,1,10
0.62,0.0,1.2843137254901962,2,3.99,3,1,1,10
0.43,0.0,1.2843137254901962,12,11.99,3,1,1,10
0.07,3.0,1.2843137254901962,10,3.99,3,1,1,10
0.1,0.0,1.2843137254901962,0,12.19,3,1,1,10
0.63,0.0,1.2843137254901962,17,6.49,3,1,1,10
0.84,0.0,1.2843137254901962,15,3.49,3,1,1,10
0.34,0.0,1.2843137254901962,1,4.19,3,1,1,10
0.43,0.0,1.2843137254901962,19,3.99,3,1,1,10
0.045,0.0,1.2843137254901962,0,15.19,3,1,1,10
0.475,0.0,1.2843137254901962,5,10.99,3,1,1,10
0.99,0.0,1.2843137254901962,18,12.99,3,1,1,10
0.4466666666666667,0.0,1.2843137254901962,9,5.49,3,1,1,10
0.5433333333333333,5.0,1.2843137254901962,8,9.49,3,1,1,10
0.32,0.0,1.2843137254901962,5,11.19,3,1,1,10
0.52,0.0,1.2843137254901962,9,8.99,3,1,1,10
0.4,0.0,1.2843137254901962,3,10.49,3,1,1,10
0.66,0.0,1.2843137254901962,15,9.99,3,1,1,10
0.11,2.0,1.2843137254901962,1,4.19,3,1,1,10
0.79,0.0,1.2843137254901962,18,19.49,3,1,1,10
0.25,0.0,1.2843137254901962,17,8.99,3,1,1,10
0.9,4.0,1.2843137254901962,21,2.49,3,1,1,10
0.45999999999999996,3.0,1.2843137254901962,11,17.19,3,1,1,10
0.82,0.0,1.2843137254901962,2,6.99,3,1,1,10
0.91,0.0,1.2843137254901962,9,7.19,3,1,1,10
0.6599999999999999,0.0,1.2843137254901962,13,20.99,3,1,1,10
0.88,2.0,1.2843137254901962,0,12.49,3,1,1,10
0.26,0.0,1.2843137254901962,5,6.49,3,1,1,10
0.65,1.0,1.2843137254901962,6,16.99,3,1,1,10
0.03,0.0,1.2843137254901962,20,5.49,3,1,1,10
0.26,0.0,1.2843137254901962,5,4.99,3,1,1,10
0.63,0.0,1.2843137254901962,19,1.19,3,1,1,10
0.68,0.0,1.2843137254901962,13,11.49,3,1,1,10
0.69,1.0,1.2843137254901962,9,7.19,3,1,1,10
0.02,4.0,1.2843137254901962,15,10.99,3,1,1,10
0.36,7.0,1.2843137254901962,10,0.19,3,1,1,10
0.25,2.0,1.2843137254901962,7,3.99,3,1,1,10
0.14500000000000002,1.0,1.2843137254901962,12,11.49,3,1,1,10
0.43,0.0,1.2843137254901962,10,4.49,3,1,1,10
0.41,0.0,1.2843137254901962,7,4.49,3,1,1,10
0.71,0.0,1.2843137254901962,13,12.99,3,1,1,10
0.79,0.0,1.2843137254901962,20,2.19,3,1,1,10
0.37,4.0,1.2843137254901962,21,1.49,3,1,1,10
0.54,0.0,1.2843137254901962,15,4.49,3,1,1,10
0.28,0.0,1.2843137254901962,11,10.19,3,1,1,10
0.53,0.0,1.2843137254901962,21,1.49,3,1,1,10
0.485,1.0,1.2843137254901962,18,17.99,3,1,1,10
0.55,0.0,1.2843137254901962,4,7.49,3,1,1,10
0.95,3.0,1.2843137254901962,5,5.49,3,1,1,10
0.2,0.0,1.2843137254901962,16,9.49,3,1,1,10
0.73,2.0,1.2843137254901962,2,2.19,3,1,1,10
0.755,0.0,1.2843137254901962,17,8.19,3,1,1,10
0.28,4.0,1.2843137254901962,1,5.99,3,1,1,10
0.37,0.0,1.2843137254901962,13,23.99,3,1,1,10
0.4425,0.0,1.2843137254901962,12,18.49,3,1,1,10
0.26666666666666666,0.0,1.2843137254901962,0,9.99,3,1,1,10
0.56,3.0,1.2843137254901962,21,1.99,3,1,1,10
0.59,0.0,1.2843137254901962,3,13.19,3,1,1,10
0.87,0.0,1.2843137254901962,7,5.19,3,1,1,10
0.51,3.0,1.2843137254901962,8,7.19,3,1,1,10
0.68,0.0,1.2843137254901962,1,9.99,3,1,1,10
0.77,0.0,1.2843137254901962,9,13.99,3,1,1,10
0.01,0.0,1.2843137254901962,2,2.49,3,1,1,10
0.28500000000000003,2.0,1.2843137254901962,14,3.49,3,1,1,10
0.2,0.0,1.2843137254901962,15,7.49,3,1,1,10
0.96,1.0,1.2843137254901962,5,6.49,3,1,1,10
0.545,6.0,1.2843137254901962,4,7.49,3,1,1,10
0.71,0.0,1.2843137254901962,4,8.99,3,1,1,10
0.91,5.0,1.2843137254901962,4,8.19,3,1,1,10
0.63,0.0,1.2843137254901962,17,8.99,3,1,1,10
0.86,0.0,1.2843137254901962,18,18.19,3,1,1,10
0.55,0.0,1.2843137254901962,20,0.49,3,1,1,10
0.72,0.0,1.2843137254901962,0,15.99,3,1,1,10
0.05,4.0,1.2843137254901962,8,9.19,3,1,1,10
0.45,1.0,1.2843137254901962,21,1.99,3,1,1,10
0.57,0.0,1.2843137254901962,13,14.99,3,1,1,10
0.44,0.0,1.2843137254901962,0,13.49,3,1,1,10
0.5,1.0,1.2843137254901962,14,5.49,3,1,1,10
0.58,0.0,1.2843137254901962,12,12.19,3,1,1,10
0.98,13.0,1.2843137254901962,21,1.19,3,1,1,10
0.94,0.0,1.2843137254901962,13,21.99,3,1,1,10
0.195,4.0,1.2843137254901962,11,18.99,3,1,1,10
0.25,2.0,1.2843137254901962,18,10.19,3,1,1,10
0.45999999999999996,4.0,1.2843137254901962,21,4.19,3,1,1,10
0.3433333333333333,0.0,1.2843137254901962,4,2.99,3,1,1,10
0.74,4.0,1.2843137254901962,7,9.19,3,1,1,10
0.36,0.0,1.2843137254901962,4,3.49,3,1,1,10
0.625,1.0,1.2843137254901962,9,11.19,3,1,1,10
0.88,0.0,1.2843137254901962,14,2.19,3,1,1,10
0.52,0.0,1.2843137254901962,4,8.49,3,1,1,10
0.12,1.0,1.2843137254901962,3,8.19,3,1,1,10
0.19,0.0,1.2843137254901962,20,4.99,3,1,1,10
0.98,0.0,1.2843137254901962,19,0.49,3,1,1,10
0.45,0.0,1.2843137254901962,12,8.99,3,1,1,10
0.26,0.0,1.2843137254901962,7,5.49,3,1,1,10
0.54,1.0,1.2843137254901962,10,4.99,3,1,1,10
0.7050000000000001,1.0,1.2843137254901962,14,6.99,3,1,1,10
0.83,0.0,1.2843137254901962,13,15.49,3,1,1,10
0.5,3.0,1.2843137254901962,2,7.99,3,1,1,10
0.68,0.0,1.2843137254901962,19,3.19,3,1,1,10
0.45999999999999996,0.0,-0.56,11,11.19,3,1,1,11
0.94,8.0,-0.56,21,1.49,3,1,1,11
0.93,0.0,-0.56,0,14.19,3,1,1,11
0.35,0.0,-0.56,16,8.19,3,1,1,11
0.13,4.0,-0.56,4,2.49,3,1,1,11
0.65,4.0,-0.56,10,0.49,3,1,1,11
0.37,0.0,-0.56,18,12.49,3,1,1,11
0.09,0.0,-0.56,3,15.99,3,1,1,11
0.43,4.0,-0.56,19,1.99,3,1,1,11
0.5566666666666666,0.0,-0.56,16,11.19,3,1,1,11
0.4,0.0,-0.56,12,16.19,3,1,1,11
0.07,1.0,-0.56,10,3.99,3,1,1,11
0.48,0.0,-0.56,13,20.49,3,1,1,11
0.55,2.0,-0.56,10,1.49,3,1,1,11
0.85,0.0,-0.56,18,20.49,3,1,1,11
0.45,0.0,-0.56,2,7.49,3,1,1,11
0.555,0.0,-0.56,16,8.49,3,1,1,11
0.57,0.0,-0.56,11,18.19,3,1,1,11
0.45,2.0,-0.56,0,10.19,3,1,1,11
0.48,0.0,-0.56,3,16.19,3,1,1,11
0.8433333333333333,4.0,-0.56,8,8.19,3,1,1,11
0.82,0.0,-0.56,11,18.49,3,1,1,11
0.72,0.0,-0.56,2,8.19,3,1,1,11
0.13,0.0,-0.56,5,9.99,3,1,1,11
0.67,0.0,-0.56,7,3.19,3,1,1,11
0.16,10.0,-0.56,11,10.49,3,1,1,11
0.575,0.0,-0.56,19,4.19,3,1,1,11
0.36,0.0,-0.56,17,3.49,3,1,1,11
0.98,0.0,-0.56,16,14.49,3,1,1,11
0.4,0.0,-0.56,2,7.99,3,1,1,11
0.835,0.0,-0.56,9,4.99,3,1,1,11
0.38,4.0,-0.56,11,16.19,3,1,1,11
0.28,0.0,-0.56,3,16.49,3,1,1,11
0.22,0.0,-0.56,1,5.49,3,1,1,11
0.51,4.0,-0.56,12,16.19,3,1,1,11
0.62,0.0,-0.56,18,18.49,3,1,1,11
1.0,0.0,-0.56,4,7.19,3,1,1,11
0.08,1.0,-0.56,6,17.19,3,1,1,11
0.555,3.0,-0.56,10,0.49,3,1,1,11
0.535,0.0,-0.56,1,7.49,3,1,1,11
0.5,0.0,-0.56,12,11.99,3,1,1,11
0.085,0.0,-0.56,10,3.99,3,1,1,11
0.81,3.0,-0.56,0,12.19,3,1,1,11
0.01,4.0,-0.56,17,6.49,3,1,1,11
0.05,0.0,-0.56,14,7.19,3,1,1,11
0.07,0.0,-0.56,19,3.99,3,1,1,11
0.795,3.0,-0.56,5,10.99,3,1,1,11
1.0,3.0,-0.56,18,12.99,3,1,1,11
0.75,0.0,-0.56,7,5.49,3,1,1,11
0.12,0.0,-0.56,3,10.49,3,1,1,11
0.5,3.0,-0.56,21,4.49,3,1,1,11
0.74,0.0,-0.56,15,9.99,3,1,1,11
0.635,3.0,-0.56,18,16.49,3,1,1,11
0.95,0.0,-0.56,6,8.49,3,1,1,11
0.87,0.0,-0.56,9,8.19,3,1,1,11
0.32,3.0,-0.56,18,19.49,3,1,1,11
0.4325,2.0,-0.56,15,8.49,3,1,1,11
0.29,0.0,-0.56,1,10.19,3,1,1,11
0.48666666666666664,6.0,-0.56,21,2.49,3,1,1,11
0.6499999999999999,0.0,-0.56,7,4.99,3,1,1,11
0.35,0.0,-0.56,2,6.99,3,1,1,11
0.43,4.0,-0.56,21,0.49,3,1,1,11
0.02,0.0,-0.56,1,10.19,3,1,1,11
0.03,3.0,-0.56,9,7.19,3,1,1,11
0.44,0.0,-0.56,6,15.49,3,1,1,11
0.485,0.0,-0.56,13,20.99,3,1,1,11
0.69,0.0,-0.56,5,6.49,3,1,1,11
0.74,0.0,-0.56,8,7.19,3,1,1,11
0.33,0.0,-0.56,20,5.49,3,1,1,11
0.92,0.0,-0.56,18,10.19,3,1,1,11
0.19,0.0,-0.56,15,6.99,3,1,1,11
0.51,0.0,-0.56,19,1.19,3,1,1,11
0.3,0.0,-0.56,0,7.19,3,1,1,11
0.42,0.0,-0.56,10,0.19,3,1,1,11
0.6025,0.0,-0.56,4,8.99,3,1,1,11
0.46,1.0,-0.56,17,7.19,3,1,1,11
0.22,0.0,-0.56,7,3.99,3,1,1,11
0.36,0.0,-0.56,12,11.49,3,1,1,11
0.32,0.0,-0.56,7,4.49,3,1,1,11
0.225,4.0,-0.56,20,4.19,3,1,1,11
0.48,0.0,-0.56,13,12.99,3,1,1,11
0.475,0.0,-0.56,20,2.49,3,1,1,11
0.07,0.0,-0.56,15,14.49,3,1,1,11
0.8133333333333334,0.0,-0.56,13,10.19,3,1,1,11
0.11,2.0,-0.56,16,9.49,3,1,1,11
0.52,0.0,-0.56,0,12.99,3,1,1,11
0.71,0.0,-0.56,3,7.99,3,1,1,11
0.73,0.0,-0.56,11,10.19,3,1,1,11
0.6233333333333334,0.0,-0.56,3,15.19,3,1,1,11
0.3,0.0,-0.56,8,6.49,3,1,1,11
0.1,0.0,-0.56,14,2.99,3,1,1,11
0.66,3.0,-0.56,21,1.49,3,1,1,11
0.56,0.0,-0.56,18,17.99,3,1,1,11
0.84,0.0,-0.56,5,13.99,3,1,1,11
0.62,0.0,-0.56,14,4.99,3,1,1,11
0.36,0.0,-0.56,2,2.19,3,1,1,11
0.83,0.0,-0.56,1,5.99,3,1,1,11
0.48,0.0,-0.56,13,23.99,3,1,1,11
0.82,7.0,-0.56,2,2.49,3,1,1,11
0.79,0.0,-0.56,19,1.99,3,1,1,11
0.13,0.0,-0.56,9,11.99,3,1,1,11
0.625,0.0,-0.56,0,9.99,3,1,1,11
0.86,0.0,-0.56,21,1.99,3,1,1,11
0.01,0.0,-0.56,9,13.99,3,1,1,11
0.255,0.0,-0.56,19,2.99,3,1,1,11
0.53,0.0,-0.56,14,3.49,3,1,1,11
0.24333333333333332,4.0,-0.56,10,3.99,3,1,1,11
0.43,3.0,-0.56,4,7.49,3,1,1,11
0.585,0.0,-0.56,4,8.99,3,1,1,11
0.86,0.0,-0.56,18,18.49,3,1,1,11
0.030000000000000002,1.0,-0.56,4,8.19,3,1,1,11
0.43,0.0,-0.56,18,18.19,3,1,1,11
0.48,0.0,-0.56,20,0.49,3,1,1,11
0.19,0.0,-0.56,6,14.19,3,1,1,11
0.85,1.0,-0.56,7,9.19,3,1,1,11
0.26,0.0,-0.56,8,9.19,3,1,1,11
0.6599999999999999,1.0,-0.56,21,1.99,3,1,1,11
0.13,0.0,-0.56,8,8.19,3,1,1,11
0.69,0.0,-0.56,19,1.19,3,1,1,11
0.14,0.0,-0.56,16,11.99,3,1,1,11
0.6125,3.0,-0.56,12,12.19,3,1,1,11
0.63,0.0,-0.56,21,1.19,3,1,1,11
0.39,2.0,-0.56,11,18.99,3,1,1,11
0.5033333333333333,0.0,-0.56,18,10.19,3,1,1,11
0.29,1.0,-0.56,21,4.19,3,1,1,11
0.51,0.0,-0.56,5,5.99,3,1,1,11
0.82,0.0,-0.56,7,9.19,3,1,1,11
0.7,0.0,-0.56,0,8.19,3,1,1,11
0.72,0.0,-0.56,14,2.19,3,1,1,11
0.77,0.0,-0.56,3,8.19,3,1,1,11
0.46,0.0,-0.56,1,10.49,3,1,1,11
0.65,4.0,-0.56,12,8.99,3,1,1,11
0.97,0.0,-0.56,17,3.19,3,1,1,11
0.635,1.0,-0.56,10,4.99,3,1,1,11
0.3,12.0,-0.56,4,8.99,3,1,1,11
0.59,0.0,-0.56,3,14.19,3,1,1,11
0.17500000000000002,0.0,-0.56,13,15.49,3,1,1,11
0.49,0.0,-0.56,19,3.19,3,1,1,11
0.85,0.0,-0.5377210884353741,11,11.19,3,1,1,12
0.33,0.0,-0.5377210884353741,0,14.19,3,1,1,12
0.79,0.0,-0.5377210884353741,7,7.99,3,1,1,12
0.365,2.0,-0.5377210884353741,3,20.19,3,1,1,12
0.4,0.0,-0.5377210884353741,16,8.19,3,1,1,12
0.83,0.0,-0.5377210884353741,4,2.49,3,1,1,12
0.6966666666666667,0.0,-0.5377210884353741,12,12.49,3,1,1,12
0.35,0.0,-0.5377210884353741,18,12.49,3,1,1,12
0.28,1.0,-0.5377210884353741,3,15.99,3,1,1,12
0.16,0.0,-0.5377210884353741,19,1.99,3,1,1,12
0.5,0.0,-0.5377210884353741,9,13.49,3,1,1,12
0.12,0.0,-0.5377210884353741,12,16.19,3,1,1,12
0.2,9.0,-0.5377210884353741,10,3.99,3,1,1,12
0.6,0.0,-0.5377210884353741,6,16.99,3,1,1,12
0.71,0.0,-0.5377210884353741,2,2.99,3,1,1,12
0.5933333333333334,0.0,-0.5377210884353741,13,19.99,3,1,1,12
0.66,0.0,-0.5377210884353741,1,8.99,3,1,1,12
0.8400000000000001,0.0,-0.5377210884353741,3,11.99,3,1,1,12
0.64,0.0,-0.5377210884353741,18,20.49,3,1,1,12
0.08,0.0,-0.5377210884353741,1,6.99,3,1,1,12
